 LochNo, Name, T1(mean), T1(std), S1(mean), S1(std), T2(mean), T2(std), S2(mean), S2(std),
1, Eriboll, 10.6943, 3.2112, 32.6662, 0.51819, 9.9128, 1.7388, 34.4511, 0.173, 
